Flow,min_data,q1_data,med_data,q3_data,max_data,min_iat,q1_iat,med_iat,q3_iat,max_iat,label
192.168.159.131:2533-192.168.159.1:64834,54,57.0,60.0,63.0,66,0.000452,0.000452,0.000452,0.000452,0.000452,1
192.168.159.1:64835-192.168.159.131:1774,54,57.0,60.0,63.0,66,0.000224,0.000224,0.000224,0.000224,0.000224,1
192.168.159.131:1774-192.168.159.1:64835,54,57.0,60.0,63.0,66,0.000224,0.000224,0.000224,0.000224,0.000224,1
192.168.159.1:64836-192.168.159.131:3238,54,57.0,60.0,63.0,66,0.000228,0.000228,0.000228,0.000228,0.000228,1
192.168.159.131:3238-192.168.159.1:64836,54,57.0,60.0,63.0,66,0.000228,0.000228,0.000228,0.000228,0.000228,1
192.168.159.1:64837-192.168.159.131:1674,54,57.0,60.0,63.0,66,0.00042,0.00042,0.00042,0.00042,0.00042,1
192.168.159.131:1674-192.168.159.1:64837,54,57.0,60.0,63.0,66,0.00042,0.00042,0.00042,0.00042,0.00042,1
192.168.159.1:64838-192.168.159.131:2800,54,57.0,60.0,63.0,66,0.000183,0.000183,0.000183,0.000183,0.000183,1
192.168.159.131:2800-192.168.159.1:64838,54,57.0,60.0,63.0,66,0.000183,0.000183,0.000183,0.000183,0.000183,1
192.168.159.1:64839-192.168.159.131:2800,54,57.0,60.0,63.0,66,0.000403,0.000403,0.000403,0.000403,0.000403,1
192.168.159.131:2800-192.168.159.1:64839,54,57.0,60.0,63.0,66,0.000403,0.000403,0.000403,0.000403,0.000403,1
192.168.159.1:64840-192.168.159.131:1674,54,57.0,60.0,63.0,66,0.000184,0.000184,0.000184,0.000184,0.000184,1
192.168.159.131:1674-192.168.159.1:64840,54,57.0,60.0,63.0,66,0.000184,0.000184,0.000184,0.000184,0.000184,1
192.168.159.1:64841-192.168.159.131:3238,54,57.0,60.0,63.0,66,0.000303,0.000303,0.000303,0.000303,0.000303,1
192.168.159.131:3238-192.168.159.1:64841,54,57.0,60.0,63.0,66,0.000303,0.000303,0.000303,0.000303,0.000303,1
192.168.159.1:64842-192.168.159.131:1774,54,57.0,60.0,63.0,66,0.000450,0.000450,0.000450,0.000450,0.000450,1
192.168.159.131:1774-192.168.159.1:64842,54,57.0,60.0,63.0,66,0.000450,0.000450,0.000450,0.000450,0.000450,1
192.168.159.1:64843-192.168.159.131:2533,54,57.0,60.0,63.0,66,0.000217,0.000217,0.000217,0.000217,0.000217,1
192.168.159.131:2533-192.168.159.1:64843,54,57.0,60.0,63.0,66,0.000217,0.000217,0.000217,0.000217,0.000217,1
192.168.159.1:64844-192.168.159.131:614,54,57.0,60.0,63.0,66,0.000528,0.000528,0.000528,0.000528,0.000528,1
192.168.159.131:614-192.168.159.1:64844,54,57.0,60.0,63.0,66,0.000528,0.000528,0.000528,0.000528,0.000528,1
192.168.159.1:64845-192.168.159.131:3395,54,57.0,60.0,63.0,66,0.000419,0.000419,0.000419,0.000419,0.000419,1
192.168.159.131:3395-192.168.159.1:64845,54,57.0,60.0,63.0,66,0.000419,0.000419,0.000419,0.000419,0.000419,1
192.168.159.1:64846-192.168.159.131:2886,54,57.0,60.0,63.0,66,0.000211,0.000211,0.000211,0.000211,0.000211,1
192.168.159.131:2886-192.168.159.1:64846,54,57.0,60.0,63.0,66,0.000211,0.000211,0.000211,0.000211,0.000211,1
192.168.159.1:64847-192.168.159.131:1034,54,57.0,60.0,63.0,66,0.000295,0.000295,0.000295,0.000295,0.000295,1
192.168.159.131:1034-192.168.159.1:64847,54,57.0,60.0,63.0,66,0.000295,0.000295,0.000295,0.000295,0.000295,1
192.168.159.1:64848-192.168.159.131:1767,54,57.0,60.0,63.0,66,0.000318,0.000318,0.000318,0.000318,0.000318,1
192.168.159.131:1767-192.168.159.1:64848,54,57.0,60.0,63.0,66,0.000318,0.000318,0.000318,0.000318,0.000318,1
192.168.159.1:64849-192.168.159.131:3395,54,57.0,60.0,63.0,66,0.000434,0.000434,0.000434,0.000434,0.000434,1
192.168.159.131:3395-192.168.159.1:64849,54,57.0,60.0,63.0,66,0.000434,0.000434,0.000434,0.000434,0.000434,1
192.168.159.1:64850-192.168.159.131:614,54,57.0,60.0,63.0,66,0.000198,0.000198,0.000198,0.000198,0.000198,1
192.168.159.131:614-192.168.159.1:64850,54,57.0,60.0,63.0,66,0.000198,0.000198,0.000198,0.000198,0.000198,1
192.168.159.1:64851-192.168.159.131:1767,54,57.0,60.0,63.0,66,0.000550,0.000550,0.000550,0.000550,0.000550,1
192.168.159.131:1767-192.168.159.1:64851,54,57.0,60.0,63.0,66,0.000550,0.000550,0.000550,0.000550,0.000550,1
192.168.159.1:64852-192.168.159.131:1034,54,57.0,60.0,63.0,66,0.000313,0.000313,0.000313,0.000313,0.000313,1
192.168.159.131:1034-192.168.159.1:64852,54,57.0,60.0,63.0,66,0.000313,0.000313,0.000313,0.000313,0.000313,1
192.168.159.1:64853-192.168.159.131:2886,54,57.0,60.0,63.0,66,0.000137,0.000137,0.000137,0.000137,0.000137,1
192.168.159.131:2886-192.168.159.1:64853,54,57.0,60.0,63.0,66,0.000137,0.000137,0.000137,0.000137,0.000137,1
192.168.159.1:64854-192.168.159.131:3012,54,57.0,60.0,63.0,66,0.000484,0.000484,0.000484,0.000484,0.000484,1
192.168.159.131:3012-192.168.159.1:64854,54,57.0,60.0,63.0,66,0.000484,0.000484,0.000484,0.000484,0.000484,1
192.168.159.1:64855-192.168.159.131:3331,54,57.0,60.0,63.0,66,0.000243,0.000243,0.000243,0.000243,0.000243,1
192.168.159.131:3331-192.168.159.1:64855,54,57.0,60.0,63.0,66,0.000243,0.000243,0.000243,0.000243,0.000243,1
192.168.159.1:64856-192.168.159.131:2685,54,57.0,60.0,63.0,66,0.000462,0.000462,0.000462,0.000462,0.000462,1
192.168.159.131:2685-192.168.159.1:64856,54,57.0,60.0,63.0,66,0.000462,0.000462,0.000462,0.000462,0.000462,1
192.168.159.1:64857-192.168.159.131:3099,54,57.0,60.0,63.0,66,0.000239,0.000239,0.000239,0.000239,0.000239,1
192.168.159.131:3099-192.168.159.1:64857,54,57.0,60.0,63.0,66,0.000239,0.000239,0.000239,0.000239,0.000239,1
192.168.159.1:64858-192.168.159.131:2435,54,57.0,60.0,63.0,66,0.000254,0.000254,0.000254,0.000254,0.000254,1
192.168.159.131:2435-192.168.159.1:64858,54,57.0,60.0,63.0,66,0.000254,0.000254,0.000254,0.000254,0.000254,1
192.168.159.1:64859-192.168.159.131:3012,54,57.0,60.0,63.0,66,0.000252,0.000252,0.000252,0.000252,0.000252,1
192.168.159.131:3012-192.168.159.1:64859,54,57.0,60.0,63.0,66,0.000252,0.000252,0.000252,0.000252,0.000252,1
192.168.159.1:64860-192.168.159.131:3331,54,57.0,60.0,63.0,66,0.000448,0.000448,0.000448,0.000448,0.000448,1
192.168.159.131:3331-192.168.159.1:64860,54,57.0,60.0,63.0,66,0.000448,0.000448,0.000448,0.000448,0.000448,1
192.168.159.1:64861-192.168.159.131:2685,54,57.0,60.0,63.0,66,0.000484,0.000484,0.000484,0.000484,0.000484,1
192.168.159.131:2685-192.168.159.1:64861,54,57.0,60.0,63.0,66,0.000484,0.000484,0.000484,0.000484,0.000484,1
192.168.159.1:64862-192.168.159.131:2435,54,57.0,60.0,63.0,66,0.000423,0.000423,0.000423,0.000423,0.000423,1
192.168.159.131:2435-192.168.159.1:64862,54,57.0,60.0,63.0,66,0.000423,0.000423,0.000423,0.000423,0.000423,1
192.168.159.1:64863-192.168.159.131:3099,54,57.0,60.0,63.0,66,0.000211,0.000211,0.000211,0.000211,0.000211,1
192.168.159.131:3099-192.168.159.1:64863,54,57.0,60.0,63.0,66,0.000211,0.000211,0.000211,0.000211,0.000211,1
192.168.159.1:64864-192.168.159.131:2212,54,57.0,60.0,63.0,66,0.000453,0.000453,0.000453,0.000453,0.000453,1
192.168.159.131:2212-192.168.159.1:64864,54,57.0,60.0,63.0,66,0.000453,0.000453,0.000453,0.000453,0.000453,1
192.168.159.1:64865-192.168.159.131:923,54,57.0,60.0,63.0,66,0.000227,0.000227,0.000227,0.000227,0.000227,1
192.168.159.131:923-192.168.159.1:64865,54,57.0,60.0,63.0,66,0.000227,0.000227,0.000227,0.000227,0.000227,1
192.168.159.1:64866-192.168.159.131:831,54,57.0,60.0,63.0,66,0.000172,0.000172,0.000172,0.000172,0.000172,1
192.168.159.131:831-192.168.159.1:64866,54,57.0,60.0,63.0,66,0.000172,0.000172,0.000172,0.000172,0.000172,1
192.168.159.1:64867-192.168.159.131:302,54,57.0,60.0,63.0,66,0.000496,0.000496,0.000496,0.000496,0.000496,1
192.168.159.131:302-192.168.159.1:64867,54,57.0,60.0,63.0,66,0.000496,0.000496,0.000496,0.000496,0.000496,1
192.168.159.1:64868-192.168.159.131:2638,54,57.0,60.0,63.0,66,0.000259,0.000259,0.000259,0.000259,0.000259,1
192.168.159.131:2638-192.168.159.1:64868,54,57.0,60.0,63.0,66,0.000259,0.000259,0.000259,0.000259,0.000259,1
192.168.159.1:64869-192.168.159.131:2638,54,57.0,60.0,63.0,66,0.000422,0.000422,0.000422,0.000422,0.000422,1
192.168.159.131:2638-192.168.159.1:64869,54,57.0,60.0,63.0,66,0.000422,0.000422,0.000422,0.000422,0.000422,1
192.168.159.1:64870-192.168.159.131:302,54,57.0,60.0,63.0,66,0.000198,0.000198,0.000198,0.000198,0.000198,1
192.168.159.131:302-192.168.159.1:64870,54,57.0,60.0,63.0,66,0.000198,0.000198,0.000198,0.000198,0.000198,1
192.168.159.1:64871-192.168.159.131:831,54,57.0,60.0,63.0,66,0.000252,0.000252,0.000252,0.000252,0.000252,1
192.168.159.131:831-192.168.159.1:64871,54,57.0,60.0,63.0,66,0.000252,0.000252,0.000252,0.000252,0.000252,1
192.168.159.1:64872-192.168.159.131:923,54,57.0,60.0,63.0,66,0.000237,0.000237,0.000237,0.000237,0.000237,1
192.168.159.131:923-192.168.159.1:64872,54,57.0,60.0,63.0,66,0.000237,0.000237,0.000237,0.000237,0.000237,1
192.168.159.1:64873-192.168.159.131:2212,54,57.0,60.0,63.0,66,0.000245,0.000245,0.000245,0.000245,0.000245,1
192.168.159.131:2212-192.168.159.1:64873,54,57.0,60.0,63.0,66,0.000245,0.000245,0.000245,0.000245,0.000245,1
192.168.159.1:64874-192.168.159.131:2467,54,57.0,60.0,63.0,66,0.000544,0.000544,0.000544,0.000544,0.000544,1
192.168.159.131:2467-192.168.159.1:64874,54,57.0,60.0,63.0,66,0.000544,0.000544,0.000544,0.000544,0.000544,1
192.168.159.1:64875-192.168.159.131:2225,54,57.0,60.0,63.0,66,0.000315,0.000315,0.000315,0.000315,0.000315,1
192.168.159.131:2225-192.168.159.1:64875,54,57.0,60.0,63.0,66,0.000315,0.000315,0.000315,0.000315,0.000315,1
192.168.159.1:64876-192.168.159.131:1114,54,57.0,60.0,63.0,66,0.000132,0.000132,0.000132,0.000132,0.000132,1
192.168.159.131:1114-192.168.159.1:64876,54,57.0,60.0,63.0,66,0.000132,0.000132,0.000132,0.000132,0.000132,1
192.168.159.1:64877-192.168.159.131:421,54,57.0,60.0,63.0,66,0.000351,0.000351,0.000351,0.000351,0.000351,1
192.168.159.131:421-192.168.159.1:64877,54,57.0,60.0,63.0,66,0.000351,0.000351,0.000351,0.000351,0.000351,1
192.168.159.1:64878-192.168.159.131:3280,54,57.0,60.0,63.0,66,0.000191,0.000191,0.000191,0.000191,0.000191,1
192.168.159.131:3280-192.168.159.1:64878,54,57.0,60.0,63.0,66,0.000191,0.000191,0.000191,0.000191,0.000191,1
192.168.159.1:64879-192.168.159.131:2467,54,57.0,60.0,63.0,66,0.000418,0.000418,0.000418,0.000418,0.000418,1
192.168.159.131:2467-192.168.159.1:64879,54,57.0,60.0,63.0,66,0.000418,0.000418,0.000418,0.000418,0.000418,1
192.168.159.1:64880-192.168.159.131:3280,54,57.0,60.0,63.0,66,0.000489,0.000489,0.000489,0.000489,0.000489,1
192.168.159.131:3280-192.168.159.1:64880,54,57.0,60.0,63.0,66,0.000489,0.000489,0.000489,0.000489,0.000489,1
192.168.159.1:64881-192.168.159.131:421,54,57.0,60.0,63.0,66,0.000262,0.000262,0.000262,0.000262,0.000262,1
192.168.159.131:421-192.168.159.1:64881,54,57.0,60.0,63.0,66,0.000262,0.000262,0.000262,0.000262,0.000262,1
192.168.159.1:64882-192.168.159.131:1114,54,57.0,60.0,63.0,66,0.000194,0.000194,0.000194,0.000194,0.000194,1
192.168.159.131:1114-192.168.159.1:64882,54,57.0,60.0,63.0,66,0.000194,0.000194,0.000194,0.000194,0.000194,1
192.168.159.1:64883-192.168.159.131:2225,54,57.0,60.0,63.0,66,0.000473,0.000473,0.000473,0.000473,0.000473,1
192.168.159.131:2225-192.168.159.1:64883,54,57.0,60.0,63.0,66,0.000473,0.000473,0.000473,0.000473,0.000473,1
192.168.159.1:64884-192.168.159.131:80,54,54.0,60.0,66.0,66,0.000088,0.0000945,0.000101,0.0001260,0.000151,1
192.168.159.131:80-192.168.159.1:64884,54,54.0,60.0,66.0,66,0.000088,0.0000945,0.000101,0.0001260,0.000151,1
192.168.159.1:64885-192.168.159.131:128,54,57.0,60.0,63.0,66,0.000198,0.000198,0.000198,0.000198,0.000198,1
192.168.159.131:128-192.168.159.1:64885,54,57.0,60.0,63.0,66,0.000198,0.000198,0.000198,0.000198,0.000198,1
192.168.159.1:64886-192.168.159.131:429,54,57.0,60.0,63.0,66,0.000237,0.000237,0.000237,0.000237,0.000237,1
192.168.159.131:429-192.168.159.1:64886,54,57.0,60.0,63.0,66,0.000237,0.000237,0.000237,0.000237,0.000237,1
192.168.159.1:64887-192.168.159.131:1945,54,57.0,60.0,63.0,66,0.000203,0.000203,0.000203,0.000203,0.000203,1
192.168.159.131:1945-192.168.159.1:64887,54,57.0,60.0,63.0,66,0.000203,0.000203,0.000203,0.000203,0.000203,1
192.168.159.1:64888-192.168.159.131:3020,54,57.0,60.0,63.0,66,0.000140,0.000140,0.000140,0.000140,0.000140,1
192.168.159.131:3020-192.168.159.1:64888,54,57.0,60.0,63.0,66,0.000140,0.000140,0.000140,0.000140,0.000140,1
192.168.159.1:64889-192.168.159.131:2063,54,57.0,60.0,63.0,66,0.000126,0.000126,0.000126,0.000126,0.000126,1
192.168.159.131:2063-192.168.159.1:64889,54,57.0,60.0,63.0,66,0.000126,0.000126,0.000126,0.000126,0.000126,1
192.168.159.1:64890-192.168.159.131:128,54,57.0,60.0,63.0,66,0.000251,0.000251,0.000251,0.000251,0.000251,1
192.168.159.131:128-192.168.159.1:64890,54,57.0,60.0,63.0,66,0.000251,0.000251,0.000251,0.000251,0.000251,1
192.168.159.1:64891-192.168.159.131:2063,54,57.0,60.0,63.0,66,0.00026,0.00026,0.00026,0.00026,0.00026,1
192.168.159.131:2063-192.168.159.1:64891,54,57.0,60.0,63.0,66,0.00026,0.00026,0.00026,0.00026,0.00026,1
192.168.159.1:64892-192.168.159.131:3020,54,57.0,60.0,63.0,66,0.000187,0.000187,0.000187,0.000187,0.000187,1
192.168.159.131:3020-192.168.159.1:64892,54,57.0,60.0,63.0,66,0.000187,0.000187,0.000187,0.000187,0.000187,1
192.168.159.1:64893-192.168.159.131:1945,54,57.0,60.0,63.0,66,0.000177,0.000177,0.000177,0.000177,0.000177,1
192.168.159.131:1945-192.168.159.1:64893,54,57.0,60.0,63.0,66,0.000177,0.000177,0.000177,0.000177,0.000177,1
192.168.159.1:64894-192.168.159.131:429,54,57.0,60.0,63.0,66,0.000124,0.000124,0.000124,0.000124,0.000124,1
192.168.159.131:429-192.168.159.1:64894,54,57.0,60.0,63.0,66,0.000124,0.000124,0.000124,0.000124,0.000124,1
192.168.159.1:64895-192.168.159.131:1603,54,57.0,60.0,63.0,66,0.000203,0.000203,0.000203,0.000203,0.000203,1
192.168.159.131:1603-192.168.159.1:64895,54,57.0,60.0,63.0,66,0.000203,0.000203,0.000203,0.000203,0.000203,1
192.168.159.1:64896-192.168.159.131:2925,54,57.0,60.0,63.0,66,0.000172,0.000172,0.000172,0.000172,0.000172,1
192.168.159.131:2925-192.168.159.1:64896,54,57.0,60.0,63.0,66,0.000172,0.000172,0.000172,0.000172,0.000172,1
192.168.159.1:64897-192.168.159.131:3304,54,57.0,60.0,63.0,66,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.159.131:3304-192.168.159.1:64897,54,57.0,60.0,63.0,66,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.159.1:64898-192.168.159.131:1908,54,57.0,60.0,63.0,66,0.000130,0.000130,0.000130,0.000130,0.000130,1
192.168.159.131:1908-192.168.159.1:64898,54,57.0,60.0,63.0,66,0.000130,0.000130,0.000130,0.000130,0.000130,1
192.168.159.1:64899-192.168.159.131:1215,54,57.0,60.0,63.0,66,0.000172,0.000172,0.000172,0.000172,0.000172,1
192.168.159.131:1215-192.168.159.1:64899,54,57.0,60.0,63.0,66,0.000172,0.000172,0.000172,0.000172,0.000172,1
192.168.159.1:64900-192.168.159.131:1603,54,57.0,60.0,63.0,66,0.000285,0.000285,0.000285,0.000285,0.000285,1
192.168.159.131:1603-192.168.159.1:64900,54,57.0,60.0,63.0,66,0.000285,0.000285,0.000285,0.000285,0.000285,1
192.168.159.1:64901-192.168.159.131:1215,54,57.0,60.0,63.0,66,0.000435,0.000435,0.000435,0.000435,0.000435,1
192.168.159.131:1215-192.168.159.1:64901,54,57.0,60.0,63.0,66,0.000435,0.000435,0.000435,0.000435,0.000435,1
192.168.159.1:64902-192.168.159.131:1908,54,57.0,60.0,63.0,66,0.000277,0.000277,0.000277,0.000277,0.000277,1
192.168.159.131:1908-192.168.159.1:64902,54,57.0,60.0,63.0,66,0.000277,0.000277,0.000277,0.000277,0.000277,1
192.168.159.1:64903-192.168.159.131:3304,54,57.0,60.0,63.0,66,0.000158,0.000158,0.000158,0.000158,0.000158,1
192.168.159.131:3304-192.168.159.1:64903,54,57.0,60.0,63.0,66,0.000158,0.000158,0.000158,0.000158,0.000158,1
192.168.159.1:64904-192.168.159.131:2925,54,57.0,60.0,63.0,66,0.000122,0.000122,0.000122,0.000122,0.000122,1
192.168.159.131:2925-192.168.159.1:64904,54,57.0,60.0,63.0,66,0.000122,0.000122,0.000122,0.000122,0.000122,1
192.168.159.1:64905-192.168.159.131:3944,54,57.0,60.0,63.0,66,0.000097,0.000097,0.000097,0.000097,0.000097,1
192.168.159.131:3944-192.168.159.1:64905,54,57.0,60.0,63.0,66,0.000097,0.000097,0.000097,0.000097,0.000097,1
192.168.159.1:64906-192.168.159.131:2495,54,57.0,60.0,63.0,66,0.000181,0.000181,0.000181,0.000181,0.000181,1
192.168.159.131:2495-192.168.159.1:64906,54,57.0,60.0,63.0,66,0.000181,0.000181,0.000181,0.000181,0.000181,1
192.168.159.1:64907-192.168.159.131:1985,54,57.0,60.0,63.0,66,0.000146,0.000146,0.000146,0.000146,0.000146,1
192.168.159.131:1985-192.168.159.1:64907,54,57.0,60.0,63.0,66,0.000146,0.000146,0.000146,0.000146,0.000146,1
192.168.159.1:64908-192.168.159.131:1282,54,57.0,60.0,63.0,66,0.000060,0.000060,0.000060,0.000060,0.000060,1
192.168.159.131:1282-192.168.159.1:64908,54,57.0,60.0,63.0,66,0.000060,0.000060,0.000060,0.000060,0.000060,1
192.168.159.1:64909-192.168.159.131:3607,54,57.0,60.0,63.0,66,0.000177,0.000177,0.000177,0.000177,0.000177,1
192.168.159.131:3607-192.168.159.1:64909,54,57.0,60.0,63.0,66,0.000177,0.000177,0.000177,0.000177,0.000177,1
192.168.159.1:64910-192.168.159.131:3944,54,57.0,60.0,63.0,66,0.000214,0.000214,0.000214,0.000214,0.000214,1
192.168.159.131:3944-192.168.159.1:64910,54,57.0,60.0,63.0,66,0.000214,0.000214,0.000214,0.000214,0.000214,1
192.168.159.1:64911-192.168.159.131:3607,54,57.0,60.0,63.0,66,0.000182,0.000182,0.000182,0.000182,0.000182,1
192.168.159.131:3607-192.168.159.1:64911,54,57.0,60.0,63.0,66,0.000182,0.000182,0.000182,0.000182,0.000182,1
192.168.159.1:64912-192.168.159.131:1282,54,57.0,60.0,63.0,66,0.00011,0.00011,0.00011,0.00011,0.00011,1
192.168.159.131:1282-192.168.159.1:64912,54,57.0,60.0,63.0,66,0.00011,0.00011,0.00011,0.00011,0.00011,1
192.168.159.1:64913-192.168.159.131:1985,54,57.0,60.0,63.0,66,0.000351,0.000351,0.000351,0.000351,0.000351,1
192.168.159.131:1985-192.168.159.1:64913,54,57.0,60.0,63.0,66,0.000351,0.000351,0.000351,0.000351,0.000351,1
192.168.159.1:64914-192.168.159.131:2495,54,57.0,60.0,63.0,66,0.000191,0.000191,0.000191,0.000191,0.000191,1
192.168.159.131:2495-192.168.159.1:64914,54,57.0,60.0,63.0,66,0.000191,0.000191,0.000191,0.000191,0.000191,1
192.168.159.1:64915-192.168.159.131:2583,54,57.0,60.0,63.0,66,0.000186,0.000186,0.000186,0.000186,0.000186,1
192.168.159.131:2583-192.168.159.1:64915,54,57.0,60.0,63.0,66,0.000186,0.000186,0.000186,0.000186,0.000186,1
192.168.159.1:64916-192.168.159.131:3745,54,57.0,60.0,63.0,66,0.000215,0.000215,0.000215,0.000215,0.000215,1
192.168.159.131:3745-192.168.159.1:64916,54,57.0,60.0,63.0,66,0.000215,0.000215,0.000215,0.000215,0.000215,1
192.168.159.1:64917-192.168.159.131:3571,54,57.0,60.0,63.0,66,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.159.131:3571-192.168.159.1:64917,54,57.0,60.0,63.0,66,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.159.1:64918-192.168.159.131:1722,54,57.0,60.0,63.0,66,0.000122,0.000122,0.000122,0.000122,0.000122,1
192.168.159.131:1722-192.168.159.1:64918,54,57.0,60.0,63.0,66,0.000122,0.000122,0.000122,0.000122,0.000122,1
192.168.159.1:64919-192.168.159.131:3267,54,57.0,60.0,63.0,66,0.000445,0.000445,0.000445,0.000445,0.000445,1
192.168.159.131:3267-192.168.159.1:64919,54,57.0,60.0,63.0,66,0.000445,0.000445,0.000445,0.000445,0.000445,1
192.168.159.1:64920-192.168.159.131:2583,54,57.0,60.0,63.0,66,0.00012,0.00012,0.00012,0.00012,0.00012,1
192.168.159.131:2583-192.168.159.1:64920,54,57.0,60.0,63.0,66,0.00012,0.00012,0.00012,0.00012,0.00012,1
192.168.159.1:64921-192.168.159.131:1722,54,57.0,60.0,63.0,66,0.000181,0.000181,0.000181,0.000181,0.000181,1
192.168.159.131:1722-192.168.159.1:64921,54,57.0,60.0,63.0,66,0.000181,0.000181,0.000181,0.000181,0.000181,1
192.168.159.1:64922-192.168.159.131:3571,54,57.0,60.0,63.0,66,0.000132,0.000132,0.000132,0.000132,0.000132,1
192.168.159.131:3571-192.168.159.1:64922,54,57.0,60.0,63.0,66,0.000132,0.000132,0.000132,0.000132,0.000132,1
192.168.159.1:64923-192.168.159.131:3745,54,57.0,60.0,63.0,66,0.000196,0.000196,0.000196,0.000196,0.000196,1
192.168.159.131:3745-192.168.159.1:64923,54,57.0,60.0,63.0,66,0.000196,0.000196,0.000196,0.000196,0.000196,1
192.168.159.1:64924-192.168.159.131:3267,54,57.0,60.0,63.0,66,0.000133,0.000133,0.000133,0.000133,0.000133,1
192.168.159.131:3267-192.168.159.1:64924,54,57.0,60.0,63.0,66,0.000133,0.000133,0.000133,0.000133,0.000133,1
192.168.159.1:64925-192.168.159.131:2513,54,57.0,60.0,63.0,66,0.000145,0.000145,0.000145,0.000145,0.000145,1
192.168.159.131:2513-192.168.159.1:64925,54,57.0,60.0,63.0,66,0.000145,0.000145,0.000145,0.000145,0.000145,1
192.168.159.1:64926-192.168.159.131:2519,54,57.0,60.0,63.0,66,0.000097,0.000097,0.000097,0.000097,0.000097,1
192.168.159.131:2519-192.168.159.1:64926,54,57.0,60.0,63.0,66,0.000097,0.000097,0.000097,0.000097,0.000097,1
192.168.159.1:64927-192.168.159.131:2574,54,57.0,60.0,63.0,66,0.000095,0.000095,0.000095,0.000095,0.000095,1
192.168.159.131:2574-192.168.159.1:64927,54,57.0,60.0,63.0,66,0.000095,0.000095,0.000095,0.000095,0.000095,1
192.168.159.1:64928-192.168.159.131:1117,54,57.0,60.0,63.0,66,0.000067,0.000067,0.000067,0.000067,0.000067,1
192.168.159.131:1117-192.168.159.1:64928,54,57.0,60.0,63.0,66,0.000067,0.000067,0.000067,0.000067,0.000067,1
192.168.159.1:64929-192.168.159.131:2517,54,57.0,60.0,63.0,66,0.000063,0.000063,0.000063,0.000063,0.000063,1
192.168.159.131:2517-192.168.159.1:64929,54,57.0,60.0,63.0,66,0.000063,0.000063,0.000063,0.000063,0.000063,1
192.168.159.1:64930-192.168.159.131:2513,54,57.0,60.0,63.0,66,0.001529,0.001529,0.001529,0.001529,0.001529,1
192.168.159.131:2513-192.168.159.1:64930,54,57.0,60.0,63.0,66,0.001529,0.001529,0.001529,0.001529,0.001529,1
192.168.159.1:64931-192.168.159.131:2517,54,57.0,60.0,63.0,66,0.000065,0.000065,0.000065,0.000065,0.000065,1
192.168.159.131:2517-192.168.159.1:64931,54,57.0,60.0,63.0,66,0.000065,0.000065,0.000065,0.000065,0.000065,1
192.168.159.1:64932-192.168.159.131:1117,54,57.0,60.0,63.0,66,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.159.131:1117-192.168.159.1:64932,54,57.0,60.0,63.0,66,0.000075,0.000075,0.000075,0.000075,0.000075,1
192.168.159.1:64933-192.168.159.131:2574,54,57.0,60.0,63.0,66,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.159.131:2574-192.168.159.1:64933,54,57.0,60.0,63.0,66,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.159.1:64934-192.168.159.131:2519,54,57.0,60.0,63.0,66,0.000069,0.000069,0.000069,0.000069,0.000069,1
192.168.159.131:2519-192.168.159.1:64934,54,57.0,60.0,63.0,66,0.000069,0.000069,0.000069,0.000069,0.000069,1
192.168.159.1:64935-192.168.159.131:1786,54,57.0,60.0,63.0,66,0.000457,0.000457,0.000457,0.000457,0.000457,1
192.168.159.131:1786-192.168.159.1:64935,54,57.0,60.0,63.0,66,0.000457,0.000457,0.000457,0.000457,0.000457,1
192.168.159.1:64936-192.168.159.131:234,54,57.0,60.0,63.0,66,0.000373,0.000373,0.000373,0.000373,0.000373,1
192.168.159.131:234-192.168.159.1:64936,54,57.0,60.0,63.0,66,0.000373,0.000373,0.000373,0.000373,0.000373,1
192.168.159.1:64937-192.168.159.131:1098,54,57.0,60.0,63.0,66,0.000190,0.000190,0.000190,0.000190,0.000190,1
192.168.159.131:1098-192.168.159.1:64937,54,57.0,60.0,63.0,66,0.000190,0.000190,0.000190,0.000190,0.000190,1
192.168.159.1:64938-192.168.159.131:1614,54,57.0,60.0,63.0,66,0.000183,0.000183,0.000183,0.000183,0.000183,1
192.168.159.131:1614-192.168.159.1:64938,54,57.0,60.0,63.0,66,0.000183,0.000183,0.000183,0.000183,0.000183,1
192.168.159.1:64939-192.168.159.131:2475,54,57.0,60.0,63.0,66,0.000313,0.000313,0.000313,0.000313,0.000313,1
192.168.159.131:2475-192.168.159.1:64939,54,57.0,60.0,63.0,66,0.000313,0.000313,0.000313,0.000313,0.000313,1
192.168.159.1:64940-192.168.159.131:1786,54,57.0,60.0,63.0,66,0.000445,0.000445,0.000445,0.000445,0.000445,1
192.168.159.131:1786-192.168.159.1:64940,54,57.0,60.0,63.0,66,0.000445,0.000445,0.000445,0.000445,0.000445,1
192.168.159.1:64941-192.168.159.131:234,54,57.0,60.0,63.0,66,0.000640,0.000640,0.000640,0.000640,0.000640,1
192.168.159.131:234-192.168.159.1:64941,54,57.0,60.0,63.0,66,0.000640,0.000640,0.000640,0.000640,0.000640,1
